model,image_path,true_label,pred,confidence,top2_digit,top2_prob,top3_digit,top3_prob
1,Different_test_data\mnist_export\1_0190.png,1,1,0.8762896060943604,8,0.10375070571899414,2,0.016951028257608414
1,Different_test_data\mnist_export\1_0191.png,1,1,0.9816762208938599,4,0.017863821238279343,9,0.00013701475108973682
1,Different_test_data\mnist_export\1_0196.png,1,1,0.9988909363746643,4,0.0009197181789204478,8,0.00012396671809256077
1,Different_test_data\mnist_export\2_0001.png,2,0,0.6586947441101074,1,0.2532106041908264,6,0.038019195199012756
1,Different_test_data\mnist_export\2_0035.png,2,2,0.9885253310203552,1,0.010517223738133907,7,0.0006588163669221103
1,Different_test_data\mnist_export\2_0038.png,2,2,0.6361714005470276,0,0.347080796957016,6,0.008742128498852253
1,Different_test_data\mnist_export\2_0043.png,2,2,0.9977916479110718,1,0.0019265328301116824,4,0.00025552354054525495
1,Different_test_data\mnist_export\2_0047.png,2,2,0.9624767899513245,7,0.02641233056783676,3,0.008284430019557476
1,Different_test_data\mnist_export\2_0072.png,2,3,0.8199142217636108,2,0.1760367900133133,7,0.0017077383818104863
1,Different_test_data\mnist_export\2_0077.png,2,2,0.9999743700027466,7,2.508004763512872e-05,1,3.693749022204429e-07
1,Different_test_data\mnist_export\2_0082.png,2,2,0.9962408542633057,1,0.0035721557214856148,7,0.00014295389701146632
1,Different_test_data\mnist_export\2_0106.png,2,2,0.9971164464950562,3,0.0026396424509584904,7,0.00019066239474341273
1,Different_test_data\mnist_export\2_0119.png,2,2,0.988930881023407,4,0.005744959227740765,7,0.00417451374232769
1,Different_test_data\mnist_export\2_0147.png,2,2,0.9980732202529907,7,0.0010983251268044114,4,0.0006162305944599211
1,Different_test_data\mnist_export\2_0149.png,2,2,0.8617128133773804,4,0.07013685256242752,8,0.03676002845168114
1,Different_test_data\mnist_export\2_0172.png,2,2,0.5937539935112,0,0.30431240797042847,1,0.09039507061243057
1,Different_test_data\mnist_export\2_0174.png,2,2,0.9996594190597534,7,0.00026304757921025157,1,6.774601206416264e-05
1,Different_test_data\mnist_export\2_0186.png,2,2,0.9971017241477966,1,0.002351248636841774,8,0.0002865525893867016
1,Different_test_data\mnist_export\2_0199.png,2,2,0.9911869168281555,7,0.004428657237440348,3,0.004093846771866083
1,Different_test_data\mnist_export\3_0018.png,3,3,0.9842392206192017,2,0.011324608698487282,5,0.004102844744920731
1,Different_test_data\mnist_export\3_0030.png,3,5,0.8811556696891785,3,0.11036337912082672,9,0.008218413218855858
1,Different_test_data\mnist_export\3_0032.png,3,3,0.6928622126579285,5,0.3012973964214325,4,0.0036187393125146627
1,Different_test_data\mnist_export\3_0044.png,3,3,0.937109649181366,5,0.06288544088602066,9,2.328674554519239e-06
1,Different_test_data\mnist_export\3_0051.png,3,3,0.9982327222824097,5,0.0013180900132283568,2,0.00042093946831300855
1,Different_test_data\mnist_export\3_0063.png,3,2,0.8252612352371216,3,0.17379489541053772,7,0.0008386090048588812
1,Different_test_data\mnist_export\3_0068.png,3,3,0.9933059811592102,5,0.004344674292951822,9,0.00200150185264647
1,Different_test_data\mnist_export\3_0076.png,3,3,0.9955772161483765,5,0.002405666746199131,4,0.0018701060907915235
1,Different_test_data\mnist_export\3_0087.png,3,9,0.5623273849487305,7,0.2593597173690796,5,0.15026648342609406
1,Different_test_data\mnist_export\3_0090.png,3,3,0.9477386474609375,5,0.05041438713669777,7,0.0016749986680224538
1,Different_test_data\mnist_export\3_0093.png,3,3,0.991856575012207,9,0.00405684020370245,5,0.003487067064270377
1,Different_test_data\mnist_export\3_0112.png,3,5,0.9969182014465332,3,0.0025084447115659714,8,0.0004499270289670676
1,Different_test_data\mnist_export\3_0142.png,3,3,0.8341195583343506,2,0.1606711596250534,4,0.004950676579028368
1,Different_test_data\mnist_export\3_0158.png,3,3,0.5645725131034851,5,0.26420503854751587,0,0.1334954798221588
1,Different_test_data\mnist_export\3_0173.png,3,5,0.6066105961799622,7,0.19581033289432526,0,0.18753941357135773
1,Different_test_data\mnist_export\3_0195.png,3,4,0.9998475313186646,5,0.0001277105911867693,3,9.10693961486686e-06
1,Different_test_data\mnist_export\4_0004.png,4,4,0.9999892711639404,9,1.0736182957771234e-05,6,5.266025393524387e-09
1,Different_test_data\mnist_export\4_0006.png,4,7,0.8698292374610901,4,0.12934036552906036,1,0.0006847202894277871
1,Different_test_data\mnist_export\4_0019.png,4,4,1.0,7,1.5378999407289484e-08,9,9.223840358174584e-09
1,Different_test_data\mnist_export\4_0024.png,4,4,0.9999988079071045,9,1.1338528338455944e-06,7,2.299219303836253e-08
1,Different_test_data\mnist_export\4_0027.png,4,4,0.9999995231628418,9,4.7179759121718234e-07,8,8.597703660129241e-10
1,Different_test_data\mnist_export\4_0033.png,4,0,0.9424053430557251,6,0.04328567162156105,4,0.009849172085523605
1,Different_test_data\mnist_export\4_0042.png,4,4,0.999994158744812,9,5.774496457888745e-06,1,4.3614338807174136e-08
1,Different_test_data\mnist_export\4_0048.png,4,4,0.8866502642631531,9,0.11014879494905472,7,0.003084455383941531
1,Different_test_data\mnist_export\4_0049.png,4,4,1.0,9,2.0598696082174683e-08,2,3.5683438426303837e-09
1,Different_test_data\mnist_export\4_0056.png,4,4,0.9999998807907104,9,7.271375324080509e-08,7,5.859991247803009e-08
1,Different_test_data\mnist_export\4_0065.png,4,4,0.9999266862869263,9,6.726095307385549e-05,7,4.91273203806486e-06
1,Different_test_data\mnist_export\4_0067.png,4,4,0.9999977350234985,2,1.0531713314776425e-06,9,1.0282998346156091e-06
1,Different_test_data\mnist_export\4_0085.png,4,4,0.9999474287033081,9,3.6699875636259094e-05,7,1.5791722034919076e-05
1,Different_test_data\mnist_export\4_0095.png,4,4,0.9830568432807922,6,0.01045034360140562,8,0.005249188281595707
1,Different_test_data\mnist_export\4_0103.png,4,4,0.9999998807907104,6,9.573514603289368e-08,2,2.8856568246027336e-09
1,Different_test_data\mnist_export\4_0109.png,4,4,0.9999812841415405,6,1.612047890375834e-05,1,1.271629912480421e-06
1,Different_test_data\mnist_export\4_0115.png,4,4,0.8337395787239075,9,0.1662396490573883,8,8.957570571510587e-06
1,Different_test_data\mnist_export\4_0116.png,4,4,0.9999388456344604,9,6.0988542827544734e-05,8,1.0454317589392303e-07
1,Different_test_data\mnist_export\4_0117.png,4,4,0.9999877214431763,9,9.681102710601408e-06,7,1.5521571867793682e-06
1,Different_test_data\mnist_export\4_0121.png,4,4,0.9966269731521606,8,0.0026397304609417915,6,0.00036654778523370624
1,Different_test_data\mnist_export\4_0139.png,4,4,0.9978452920913696,1,0.0021535048726946115,6,9.136103926721262e-07
1,Different_test_data\mnist_export\4_0159.png,4,4,0.9908973574638367,9,0.009065000340342522,7,1.9128307030769065e-05
1,Different_test_data\mnist_export\4_0160.png,4,4,0.999932050704956,9,3.34046853822656e-05,1,2.894719727919437e-05
1,Different_test_data\mnist_export\4_0163.png,4,4,0.9999945163726807,7,3.872565230267355e-06,9,1.604080125616747e-06
1,Different_test_data\mnist_export\4_0166.png,4,4,0.9999890327453613,6,7.647642632946372e-06,1,3.1851641324465163e-06
1,Different_test_data\mnist_export\4_0169.png,4,4,0.9899200201034546,7,0.009769441559910774,9,0.0003085590142291039
1,Different_test_data\mnist_export\4_0170.png,4,4,0.9999986886978149,9,1.3123076314514037e-06,5,2.7289345783110264e-10
1,Different_test_data\mnist_export\4_0198.png,4,4,0.9999984502792358,9,1.5525470189459156e-06,8,6.079437397943366e-09
1,Different_test_data\mnist_export\5_0008.png,5,5,0.8843300342559814,6,0.04720715060830116,2,0.036548126488924026
1,Different_test_data\mnist_export\5_0015.png,5,7,0.9067294001579285,5,0.05805302411317825,3,0.03247109055519104
1,Different_test_data\mnist_export\5_0023.png,5,5,0.9999901056289673,6,9.46440650295699e-06,9,3.2194125765272474e-07
1,Different_test_data\mnist_export\5_0045.png,5,5,0.6201524138450623,7,0.3771025836467743,9,0.0020170221105217934
1,Different_test_data\mnist_export\5_0052.png,5,5,0.9998366832733154,3,0.0001581857359269634,6,1.8207168750450364e-06
1,Different_test_data\mnist_export\5_0053.png,5,7,0.9982559084892273,5,0.0015131955733522773,9,0.00013007088273297995
1,Different_test_data\mnist_export\5_0059.png,5,7,0.9833522439002991,1,0.013898827135562897,5,0.0025651759933680296
1,Different_test_data\mnist_export\5_0102.png,5,5,0.6271070241928101,3,0.20931632816791534,7,0.1611320525407791
1,Different_test_data\mnist_export\5_0120.png,5,5,0.9981929659843445,3,0.001316323527134955,7,0.0004074260068591684
1,Different_test_data\mnist_export\5_0127.png,5,5,0.9874734878540039,8,0.01185116171836853,9,0.000305016350466758
1,Different_test_data\mnist_export\5_0129.png,5,5,0.9999949932098389,6,2.50134758061904e-06,8,1.863392867562652e-06
1,Different_test_data\mnist_export\5_0132.png,5,5,0.9987723231315613,3,0.0012181352358311415,9,9.24407231650548e-06
1,Different_test_data\mnist_export\5_0152.png,5,5,0.8548291921615601,6,0.06482920795679092,7,0.03602427616715431
1,Different_test_data\mnist_export\5_0153.png,5,5,0.999981164932251,9,1.226733365911059e-05,8,5.912835149501916e-06
1,Different_test_data\mnist_export\5_0155.png,5,5,0.9999779462814331,9,2.128921369148884e-05,8,5.149069579601928e-07
1,Different_test_data\mnist_export\5_0162.png,5,5,0.9999948740005493,9,3.488793709038873e-06,3,1.4207491858542198e-06
1,Different_test_data\mnist_export\5_0165.png,5,5,0.9274613857269287,7,0.06601642817258835,3,0.005488769616931677
1,Different_test_data\mnist_export\5_0167.png,5,5,0.912764310836792,9,0.0817534476518631,8,0.00409217132255435
1,Different_test_data\mnist_export\5_0182.png,5,5,0.9992237091064453,6,0.0007062528748065233,8,6.870498327771202e-05
1,Different_test_data\mnist_export\5_0187.png,5,5,0.999911904335022,9,5.53345016669482e-05,3,2.9997696401551366e-05
1,Different_test_data\mnist_export\6_0011.png,6,6,0.63723224401474,8,0.35553669929504395,5,0.0068537346087396145
1,Different_test_data\mnist_export\6_0021.png,6,6,0.8975248336791992,5,0.10053790360689163,8,0.0018270075088366866
1,Different_test_data\mnist_export\6_0022.png,6,6,0.728210985660553,0,0.13619066774845123,5,0.12762105464935303
1,Different_test_data\mnist_export\6_0050.png,6,6,0.9925566911697388,4,0.004481011535972357,8,0.001606404548510909
1,Different_test_data\mnist_export\6_0054.png,6,8,0.6426751017570496,5,0.22481490671634674,6,0.12367305904626846
1,Different_test_data\mnist_export\6_0066.png,6,8,0.4685875177383423,9,0.3729032278060913,5,0.03342840448021889
1,Different_test_data\mnist_export\6_0081.png,6,6,0.9986649751663208,5,0.000986262341029942,0,0.00018176886078435928
1,Different_test_data\mnist_export\6_0088.png,6,6,0.9682542085647583,5,0.029817935079336166,8,0.0006424624007195234
1,Different_test_data\mnist_export\6_0091.png,6,6,0.9980607628822327,5,0.0013459204928949475,4,0.00033073630766011775
1,Different_test_data\mnist_export\6_0098.png,6,6,0.9689775109291077,0,0.022548967972397804,5,0.003754747798666358
1,Different_test_data\mnist_export\6_0100.png,6,6,0.9278635382652283,8,0.06792153418064117,5,0.003924941178411245
1,Different_test_data\mnist_export\6_0123.png,6,6,0.9980717301368713,8,0.0015186566160991788,5,0.000222823626245372
1,Different_test_data\mnist_export\6_0130.png,6,6,0.9998717308044434,5,0.0001221273560076952,0,3.6597230064217e-06
1,Different_test_data\mnist_export\6_0131.png,6,6,0.9995263814926147,5,0.0004290495999157429,8,1.5764928321004845e-05
1,Different_test_data\mnist_export\6_0138.png,6,6,0.998132050037384,5,0.0017401697114109993,8,8.513090870110318e-05
1,Different_test_data\mnist_export\6_0140.png,6,6,0.9700446724891663,4,0.024474548175930977,5,0.0024112642277032137
1,Different_test_data\mnist_export\6_0156.png,6,6,0.843498706817627,4,0.05494686961174011,2,0.042528241872787476
1,Different_test_data\mnist_export\6_0161.png,6,6,0.9388558864593506,2,0.03024316020309925,4,0.026997921988368034
1,Different_test_data\mnist_export\6_0164.png,6,6,0.9994786381721497,5,0.00026907771825790405,0,0.00022528965200763196
1,Different_test_data\mnist_export\6_0197.png,6,6,0.9986625909805298,5,0.0011170945363119245,8,0.0002177081478293985
1,Different_test_data\mnist_export\7_0000.png,7,7,0.9918244481086731,1,0.007276854943484068,4,0.000775734952185303
1,Different_test_data\mnist_export\7_0017.png,7,7,0.9902915358543396,2,0.003942414652556181,3,0.003234278177842498
1,Different_test_data\mnist_export\7_0026.png,7,7,0.7656700611114502,3,0.10370991379022598,4,0.10248646885156631
1,Different_test_data\mnist_export\7_0034.png,7,1,0.7379372119903564,7,0.25596916675567627,2,0.003976878710091114
1,Different_test_data\mnist_export\7_0036.png,7,7,0.9371259808540344,4,0.05745411664247513,2,0.00413910485804081
1,Different_test_data\mnist_export\7_0041.png,7,7,0.9883058667182922,4,0.0077158547937870026,2,0.0032238494604825974
1,Different_test_data\mnist_export\7_0060.png,7,7,0.8094924092292786,2,0.10630013048648834,3,0.06903695315122604
1,Different_test_data\mnist_export\7_0064.png,7,7,0.9994213581085205,1,0.0005045048310421407,4,6.593629950657487e-05
1,Different_test_data\mnist_export\7_0070.png,7,7,0.9626930952072144,2,0.021117430180311203,3,0.009349821135401726
1,Different_test_data\mnist_export\7_0075.png,7,7,0.9954321384429932,4,0.002392212627455592,3,0.002070907736197114
1,Different_test_data\mnist_export\7_0079.png,7,7,0.8851392269134521,2,0.09201165288686752,3,0.0164593867957592
1,Different_test_data\mnist_export\7_0080.png,7,4,0.6730179786682129,7,0.3260729908943176,9,0.0008399757207371294
1,Different_test_data\mnist_export\7_0083.png,7,4,0.5941649079322815,7,0.39841872453689575,9,0.006576855666935444
1,Different_test_data\mnist_export\7_0086.png,7,1,0.7283487915992737,7,0.26831403374671936,2,0.002658113371580839
1,Different_test_data\mnist_export\7_0097.png,7,8,0.8674023151397705,4,0.10149062424898148,6,0.030430801212787628
1,Different_test_data\mnist_export\7_0111.png,7,1,0.9978628754615784,7,0.0020377696491777897,4,5.505542139871977e-05
1,Different_test_data\mnist_export\7_0114.png,7,7,0.8185800909996033,4,0.15962404012680054,2,0.020037027075886726
1,Different_test_data\mnist_export\7_0122.png,7,7,0.9655819535255432,4,0.018109209835529327,3,0.006795949302613735
1,Different_test_data\mnist_export\7_0124.png,7,7,0.9999508857727051,3,3.0307737688417546e-05,1,1.6039022739278153e-05
1,Different_test_data\mnist_export\7_0133.png,7,2,0.945451021194458,7,0.04902372881770134,3,0.005231436342000961
1,Different_test_data\mnist_export\7_0141.png,7,7,0.5316718816757202,4,0.2594882547855377,3,0.07813668996095657
1,Different_test_data\mnist_export\7_0144.png,7,7,0.9951900243759155,4,0.0036841665860265493,1,0.0011176812695339322
1,Different_test_data\mnist_export\7_0171.png,7,2,0.8996242880821228,7,0.05448480322957039,3,0.04166317731142044
1,Different_test_data\mnist_export\7_0175.png,7,1,0.9360880255699158,7,0.054940905421972275,4,0.007277604192495346
1,Different_test_data\mnist_export\8_0061.png,8,8,0.999816358089447,2,0.00016009551472961903,5,2.282264904351905e-05
1,Different_test_data\mnist_export\8_0084.png,8,8,0.8470288515090942,6,0.10965820401906967,5,0.03541616350412369
1,Different_test_data\mnist_export\8_0110.png,8,8,0.9998169541358948,1,9.637213224777952e-05,5,6.878701969981194e-05
1,Different_test_data\mnist_export\8_0128.png,8,8,0.8787707090377808,7,0.08491048216819763,1,0.030617021024227142
1,Different_test_data\mnist_export\8_0134.png,8,8,0.8756725788116455,1,0.11709990352392197,4,0.005329826381057501
1,Different_test_data\mnist_export\8_0146.png,8,8,0.7134277820587158,5,0.1753840446472168,6,0.08369313180446625
1,Different_test_data\mnist_export\8_0177.png,8,4,0.9905755519866943,8,0.009390676394104958,6,1.1585534593905322e-05
1,Different_test_data\mnist_export\8_0179.png,8,8,0.9469910860061646,1,0.04305169731378555,7,0.005498306825757027
1,Different_test_data\mnist_export\8_0181.png,8,8,0.998852014541626,2,0.0006201441865414381,7,0.00034771763603203
1,Different_test_data\mnist_export\8_0184.png,8,8,0.9813279509544373,7,0.011461337096989155,1,0.0027676087338477373
1,Different_test_data\mnist_export\9_0007.png,9,4,0.9661777019500732,1,0.029754003509879112,9,0.0028138794004917145
1,Different_test_data\mnist_export\9_0009.png,9,7,0.9274098873138428,8,0.0707685574889183,1,0.0009649810381233692
1,Different_test_data\mnist_export\9_0012.png,9,4,0.9951919317245483,7,0.0036438675597310066,9,0.001052594161592424
1,Different_test_data\mnist_export\9_0016.png,9,4,0.9999089241027832,9,9.089212835533544e-05,7,1.8406093715839233e-07
1,Different_test_data\mnist_export\9_0020.png,9,7,0.9604500532150269,4,0.018952898681163788,8,0.007276427000761032
1,Different_test_data\mnist_export\9_0058.png,9,7,0.997602641582489,4,0.0021541567984968424,9,0.00024272195878438652
1,Different_test_data\mnist_export\9_0062.png,9,4,0.9990559220314026,9,0.0006465531187132001,7,0.00028879125602543354
1,Different_test_data\mnist_export\9_0073.png,9,7,0.9077886343002319,1,0.04000639170408249,2,0.027232859283685684
1,Different_test_data\mnist_export\9_0078.png,9,8,0.9839361906051636,4,0.00951815489679575,1,0.004778261762112379
1,Different_test_data\mnist_export\9_0092.png,9,4,0.9062401056289673,1,0.09192958474159241,8,0.0008869274170137942
1,Different_test_data\mnist_export\9_0099.png,9,4,0.9961456060409546,9,0.00384196313098073,7,1.156967664428521e-05
1,Different_test_data\mnist_export\9_0104.png,9,7,0.922584593296051,4,0.045318491756916046,9,0.030203187838196754
1,Different_test_data\mnist_export\9_0105.png,9,4,0.565292239189148,7,0.43243616819381714,9,0.00226711411960423
1,Different_test_data\mnist_export\9_0108.png,9,7,0.9769899845123291,9,0.020644094794988632,4,0.002352121751755476
1,Different_test_data\mnist_export\9_0113.png,9,4,0.9990346431732178,9,0.0009649419807828963,7,3.2575599107076414e-07
1,Different_test_data\mnist_export\9_0118.png,9,4,0.9991996884346008,9,0.0007901802309788764,8,9.27356904867338e-06
1,Different_test_data\mnist_export\9_0125.png,9,4,0.9644255042076111,9,0.03548970818519592,1,7.47956582927145e-05
1,Different_test_data\mnist_export\9_0150.png,9,4,0.8109193444252014,9,0.18905691802501678,7,2.2884614736540243e-05
1,Different_test_data\mnist_export\9_0151.png,9,4,0.5565073490142822,2,0.43287336826324463,8,0.004058884922415018
1,Different_test_data\mnist_export\9_0185.png,9,4,0.9664645791053772,9,0.03351540118455887,8,6.264072453632252e-06
1,Different_test_data\mnist_export\9_0193.png,9,7,0.9763686656951904,4,0.02333093248307705,9,0.00018499422003515065
2,Different_test_data\mnist_export\0_0003.png,0,0,0.9995203018188477,2,0.0001802519545890391,7,0.00016504214727319777
2,Different_test_data\mnist_export\0_0010.png,0,0,0.9829679131507874,9,0.007735129911452532,7,0.0029595561791211367
2,Different_test_data\mnist_export\0_0013.png,0,0,0.9963399171829224,9,0.0034708846360445023,7,7.749519136268646e-05
2,Different_test_data\mnist_export\0_0025.png,0,0,0.802710771560669,5,0.07547619193792343,7,0.06873246282339096
2,Different_test_data\mnist_export\0_0028.png,0,0,0.999866247177124,9,0.00011237155558774248,2,1.5136170077312272e-05
2,Different_test_data\mnist_export\0_0055.png,0,0,0.9930647015571594,9,0.004112918861210346,4,0.0016140418592840433
2,Different_test_data\mnist_export\0_0069.png,0,5,0.8777486681938171,3,0.07307684421539307,0,0.036872316151857376
2,Different_test_data\mnist_export\0_0071.png,0,0,0.9979400038719177,2,0.0008518210961483419,9,0.0006408358458429575
2,Different_test_data\mnist_export\0_0101.png,0,0,0.9988107681274414,9,0.0004603362176567316,5,0.0002837290521711111
2,Different_test_data\mnist_export\0_0126.png,0,0,0.9057286381721497,2,0.07456643134355545,3,0.011323831975460052
2,Different_test_data\mnist_export\0_0136.png,0,0,0.9930586814880371,4,0.003750189673155546,9,0.0021047936752438545
2,Different_test_data\mnist_export\0_0148.png,0,0,0.9998220801353455,9,0.00014219798322301358,6,1.285325015487615e-05
2,Different_test_data\mnist_export\0_0157.png,0,0,0.9992693066596985,9,0.0006850153440609574,2,2.192044848925434e-05
2,Different_test_data\mnist_export\0_0183.png,0,0,0.837702751159668,5,0.07222023606300354,7,0.027932386845350266
2,Different_test_data\mnist_export\0_0188.png,0,0,0.5554205179214478,7,0.36272141337394714,2,0.0356043316423893
2,Different_test_data\mnist_export\0_0192.png,0,0,0.9964314699172974,7,0.0026174411177635193,2,0.0002731801650952548
2,Different_test_data\mnist_export\0_0194.png,0,0,0.9071835875511169,7,0.05081840232014656,9,0.02846357971429825
2,Different_test_data\mnist_export\1_0002.png,1,1,0.9999995231628418,7,2.522794204651291e-07,4,1.2633987012122816e-07
2,Different_test_data\mnist_export\1_0005.png,1,1,0.9999955892562866,8,1.330721033809823e-06,7,1.2221684073665529e-06
2,Different_test_data\mnist_export\1_0014.png,1,1,0.9999889135360718,7,8.105445886030793e-06,8,1.1452698345237877e-06
2,Different_test_data\mnist_export\1_0029.png,1,1,0.9999812841415405,7,1.6273261280730367e-05,4,1.1165716387040447e-06
2,Different_test_data\mnist_export\1_0031.png,1,1,0.9999889135360718,7,8.574521416448988e-06,8,1.0646559758242802e-06
2,Different_test_data\mnist_export\1_0037.png,1,1,0.9999916553497314,7,7.137690772651695e-06,4,5.409159484770498e-07
2,Different_test_data\mnist_export\1_0039.png,1,1,0.9403793811798096,8,0.04599349573254585,6,0.005025961436331272
2,Different_test_data\mnist_export\1_0040.png,1,1,0.9999736547470093,7,2.2347392587107606e-05,4,1.4075404806135339e-06
2,Different_test_data\mnist_export\1_0046.png,1,1,0.986292839050293,8,0.009751596488058567,4,0.0022617452777922153
2,Different_test_data\mnist_export\1_0057.png,1,1,0.9999971389770508,4,9.652223980083363e-07,7,5.364182698031073e-07
2,Different_test_data\mnist_export\1_0074.png,1,1,0.9999927282333374,7,5.663495812768815e-06,4,7.199922151812643e-07
2,Different_test_data\mnist_export\1_0089.png,1,1,0.9361733794212341,4,0.034926638007164,6,0.017230382189154625
2,Different_test_data\mnist_export\1_0094.png,1,1,0.6615995168685913,8,0.3011970520019531,6,0.014210921712219715
2,Different_test_data\mnist_export\1_0096.png,1,1,0.9437860250473022,7,0.026817062869668007,9,0.010889981873333454
2,Different_test_data\mnist_export\1_0107.png,1,1,0.5619862675666809,6,0.30180811882019043,0,0.11379079520702362
2,Different_test_data\mnist_export\1_0135.png,1,1,0.9995303153991699,8,0.0002520873968023807,4,7.193580677267164e-05
2,Different_test_data\mnist_export\1_0137.png,1,1,0.9961836934089661,4,0.002381873084232211,8,0.000871451513376087
2,Different_test_data\mnist_export\1_0143.png,1,1,0.9999980926513672,7,1.814224560803268e-06,4,7.249648348306437e-08
2,Different_test_data\mnist_export\1_0145.png,1,1,0.9999921321868896,7,6.096978268033126e-06,8,7.41489941447071e-07
2,Different_test_data\mnist_export\1_0154.png,1,1,0.9999951124191284,7,3.482734200588311e-06,8,7.205564998002956e-07
